1	81	-2	87	427
61.79	-1.44	1	0	
24.5	-1.39	1	0	
56.19	-1.35	1	0	
74.07	-1.32	1	0	
70.16	-1.28	1	0	
12.28	-0.99	1	0	
43.99	-0.86	1	0	
52.12	-0.81	1	0	
58.01	-0.49	1	0	
73.83	-0.39	1	0	
46.84	0.52	1	0	
41.3	0.88	1	0	
79.07	0.96	1	0	
8.35	1.12	1	0	
72.16	1.25	1	0	
67.13	1.27	1	0	
77.06	1.53	1	0	
18.69	2.27	1	0	
59.94	2.43	1	0	
58.16	2.56	1	0	
66.13	2.56	1	0	
44.18	2.67	1	0	
49.35	2.7	1	0	
49.97	2.87	1	0	
54.98	3.02	1	0	
79.24	3.78	1	0	
71.24	3.84	1	0	
76.52	3.84	1	0	
70.4	3.9	1	0	
38.68	3.95	1	0	
43.26	4.2	1	0	
64.85	4.31	1	0	
78.45	4.33	1	0	
29.99	4.59	1	0	
54.53	4.93	1	0	
14.21	4.98	1	0	
42.56	5.16	1	0	
48.13	5.2	1	0	
37.95	5.73	1	0	
49.06	6.14	1	0	
66.69	6.78	1	0	
40.63	7.52	1	0	
47.04	7.61	1	0	
35.52	7.85	1	0	
53.09	7.9	1	0	
34.95	8.85	1	0	
43.23	8.87	1	0	
31.45	8.9	1	0	
60.69	9.4	1	0	
24.2	9.47	1	0	
33.91	9.93	1	0	
67.49	9.97	1	0	
52.09	10.11	1	0	
35.09	10.21	1	0	
37.27	10.5	1	0	
49.86	10.65	1	0	
79.53	10.81	1	0	
51.05	11.04	1	0	
66.08	11.35	1	0	
42.33	11.65	1	0	
57.78	11.77	1	0	
56.49	12.06	1	0	
46.86	12.2	1	0	
66.12	12.21	1	0	
80.02	12.36	1	0	
50.97	12.47	1	0	
59.21	12.77	1	0	
68.09	12.91	1	0	
60.39	12.95	1	0	
74.92	13.13	1	0	
47.73	13.46	1	0	
40.24	13.67	1	0	
44.99	13.83	1	0	
34.16	14.05	1	0	
26.56	14.21	1	0	
59.24	14.38	1	0	
55.35	14.41	1	0	
51.03	14.75	1	0	
54.84	14.97	1	0	
42.58	15.71	1	0	
31.67	16.41	1	0	
62.62	16.57	1	0	
59.63	16.63	1	0	
49.37	16.66	1	0	
29.36	16.88	1	0	
70.75	17.61	1	0	
68.89	17.85	1	0	
69.58	18.02	1	0	
22.47	18.04	1	0	
58.82	18.04	1	0	
50.32	18.06	1	0	
46.44	18.39	1	0	
52.16	18.56	1	0	
49.93	18.88	1	0	
46.19	18.96	1	0	
48.53	19.15	1	0	
60.68	19.23	1	0	
46.58	19.48	1	0	
51.71	19.83	1	0	
72.95	20	1	0	
