       0     104       0      88     668
  69.853  43.856       1       0
  10.238  60.079       1       0
  50.421  25.542       1       0
  40.147   1.026       1       0
  40.674  15.708       1       0
  54.214   0.382       1       0
  41.815  46.335       1       0
  59.795  27.953       1       0
  75.674  69.228       1       0
  48.586  14.072       1       0
  43.053   5.566       1       0
  34.822  33.915       1       0
  35.371  25.374       1       0
  53.382  13.372       1       0
 100.091  73.438       1       0
  27.058  50.496       1       0
  78.209  22.251       1       0
  63.683  47.533       1       0
  35.492  44.898       1       0
  36.035   16.98       1       0
  42.528  51.653       1       0
  61.299  15.722       1       0
  57.869  72.031       1       0
   8.612  29.604       1       0
  27.785  27.626       1       0
  27.996  19.542       1       0
  81.705   5.057       1       0
  58.115  35.384       1       0
  10.587  40.863       1       0
  70.932  20.766       1       0
  64.695    31.1       1       0
  58.039  23.779       1       0
  96.641  85.335       1       0
  39.687  38.453       1       0
   5.781  33.913       1       0
  25.969  10.506       1       0
  43.426  10.652       1       0
  20.948  28.134       1       0
  16.243   34.64       1       0
  76.127  17.163       1       0
  17.795  67.828       1       0
   70.67   3.452       1       0
  14.337  24.211       1       0
  14.585  13.314       1       0
   14.52  65.207       1       0
  74.177  78.188       1       0
  99.454  35.272       1       0
  71.096  28.998       1       0
  10.733  23.922       1       0
  69.055  27.631       1       0
   1.596   41.84       1       0
  84.468  60.608       1       0
  82.624  53.868       1       0
  17.724  47.649       1       0
   5.919   8.181       1       0
  32.531   5.179       1       0
  65.723  26.151       1       0
  47.436  69.155       1       0
  20.409   74.81       1       0
   6.754  47.208       1       0
  81.887  34.464       1       0
  88.403   3.102       1       0
  49.576  11.657       1       0
  11.459   52.54       1       0
  74.292  11.605       1       0
  82.443  19.644       1       0
  47.843  82.735       1       0
  17.691  54.636       1       0
   48.79  63.567       1       0
  68.481  77.137       1       0
  55.481  37.747       1       0
   55.49  47.712       1       0
  25.719  67.356       1       0
   2.749  74.969       1       0
  88.263   44.65       1       0
   8.354  79.487       1       0
  45.395   86.06       1       0
  85.944   73.04       1       0
  71.208  58.183       1       0
  69.996  46.055       1       0
  51.488  52.172       1       0
  38.619  74.048       1       0
  91.349  11.598       1       0
   68.63  57.185       1       0
  80.154   58.36       1       0
      55  59.048       1       0
   68.47  13.613       1       0
  46.104    27.9       1       0
  85.241  59.021       1       0
  43.141  78.335       1       0
  31.123  75.969       1       0
  29.031  68.321       1       0
  71.438  81.285       1       0
  26.877  38.615       1       0
  65.882  47.339       1       0
  88.663   5.661       1       0
  22.534  34.314       1       0
  52.946  87.179       1       0
   95.26  26.068       1       0
  19.115  79.895       1       0
 103.332   58.42       1       0
  85.228  64.968       1       0
 102.875  83.504       1       0
  20.872  38.009       1       0
  14.937   1.817       1       0
  96.443  10.631       1       0
  50.529  34.926       1       0
  92.184  43.029       1       0
  59.566  85.293       1       0
  31.999   64.51       1       0
  21.094   8.013       1       0
   9.244  36.477       1       0
   96.57  21.489       1       0
   1.444  22.086       1       0
  38.429  67.667       1       0
   51.33  40.192       1       0
   8.647  74.082       1       0
  79.522  24.979       1       0
  14.141  51.343       1       0
  34.552  22.588       1       0
   35.57   8.161       1       0
  89.065  44.575       1       0
 103.655  50.683       1       0
  98.342  47.508       1       0
  29.322  57.089       1       0
  63.352  63.533       1       0
  12.367   5.952       1       0
  83.853  64.283       1       0
  90.478  60.808       1       0
  86.396  62.797       1       0
  80.151  73.544       1       0
  95.466  40.294       1       0
  44.485  75.231       1       0
  92.472  51.287       1       0
      97  59.687       1       0
  74.155  73.943       1       0
   41.43   66.41       1       0
   0.819  60.205       1       0
  58.179  59.926       1       0
  58.245  53.865       1       0
   6.422   3.112       1       0
   3.631   69.65       1       0
   58.05   5.051       1       0
   17.43    5.52       1       0
  89.696   13.78       1       0
  44.339  41.122       1       0
   5.461  36.527       1       0
  91.407  11.855       1       0
    2.52  79.293       1       0
   5.043  74.141       1       0
  24.218  85.219       1       0
  86.998   25.35       1       0
  92.798   8.066       1       0
  49.728    70.6       1       0
  50.342  47.648       1       0
  18.702  18.783       1       0
  68.387  63.351       1       0
  98.441  25.551       1       0
  26.588  62.167       1       0
  35.087  75.918       1       0
  53.057  60.791       1       0
  10.935   4.319       1       0
   2.058  56.917       1       0
  15.046  87.515       1       0
  88.116  13.707       1       0
  83.965  85.706       1       0
  92.514  19.317       1       0
  68.366  75.202       1       0
  95.467  68.545       1       0
   2.785   7.893       1       0
  62.372   5.408       1       0
   6.496  16.164       1       0
   6.064  70.988       1       0
  23.498   56.58       1       0
  31.525  86.987       1       0
  82.619  45.333       1       0
  13.417  81.485       1       0
   88.68  35.758       1       0
  99.423   6.115       1       0
  55.423  86.409       1       0
  92.769  45.283       1       0
   4.069  63.475       1       0
 101.502  14.149       1       0
   72.61   2.151       1       0
 100.579  14.415       1       0
  96.678  57.093       1       0
  54.375  33.357       1       0
  14.816  80.021       1       0
  53.784   45.76       1       0
  32.163   30.55       1       0
  52.062  77.909       1       0
  81.022  48.825       1       0
  75.653  47.503       1       0
   16.23  53.899       1       0
  93.656  23.164       1       0
   25.52  40.451       1       0
  83.713  22.644       1       0
  28.153  82.031       1       0
  90.571  79.704       1       0
   62.32  83.705       1       0
  99.448  76.577       1       0
   93.13  24.561       1       0
   88.96  81.629       1       0
  51.823  43.272       1       0
  55.967  67.108       1       0
    54.5  64.606       1       0
  23.986  45.818       1       0
  94.733  13.724       1       0
  25.248  77.232       1       0
  49.685  41.127       1       0
  17.103  86.834       1       0
  17.283  81.724       1       0
  38.767  62.592       1       0
  57.709  25.725       1       0
  64.009  82.004       1       0
   10.23  41.722       1       0
  53.311  71.582       1       0
   5.527  54.505       1       0
  78.904  46.332       1       0
   93.35    0.31       1       0
  34.493   40.86       1       0
  16.984  69.352       1       0
   9.415  55.871       1       0
  92.376  27.729       1       0
   3.645  26.132       1       0
  30.963  40.082       1       0
  66.439   8.652       1       0
  53.927   74.79       1       0
   40.49  69.701       1       0
  57.194  43.837       1       0
  89.359  25.581       1       0
 102.545   18.44       1       0
   97.21   2.674       1       0
 100.321  78.889       1       0
  63.968  52.849       1       0
 102.964  10.245       1       0
  10.533  49.671       1       0
 101.337  42.814       1       0
  95.535   5.606       1       0
  99.398  53.591       1       0
  92.096  70.561       1       0
  48.818  56.332       1       0
   100.2  41.475       1       0
   58.37  78.477       1       0
  78.562  81.515       1       0
   5.944  22.982       1       0
  81.332  36.683       1       0
